TesterID:,Maccor #1,,,,,,,,,,,,,
Channel Number:,2,,,,,,,,,,,,,
TestName:,ZW_Cham_M_200cycles_1C.000,,,,,,,,,,,,,
TestDesc:,LGEB 3-cycle Capacity test.,,,,,,,,,,,,,
StartDateTime:,44613.3849155903,,,,,,,,,,,,,
Comment:,CHAM 3.2 2 1800-2000 cycles,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,Charge,,Discharge,,,
Cycle,Test Time,AH-IN,AH-OUT,WH-IN,WH-OUT,T1_Start,T1_End,T1_Min,T1_Max,T1_Start,T1_End,T1_Min,T1_Max,Date
0,6.396127777778,2.192497983266,2.192216367844,8.536780282415,7.727204973052,33.882415771484,34.071662902832,33.36198425293,36.200706481934,33.945499420166,40.682239532471,33.945499420166,40.682239532471,44613.6514472801
1,10.054466666667,2.19400551656,2.19356739147,8.542980523013,7.732750685392,33.772018432617,33.787788391113,33.724708557129,36.153396606445,34.071662902832,40.573928833008,34.071662902832,40.573928833008,44613.8038886574
2,13.703930555556,2.190455712808,2.192705178319,8.528753898456,7.729703461265,33.772018432617,34.229370117188,33.772018432617,36.153396606445,33.787788391113,40.512035369873,33.772018432617,40.542980194092,44613.9559601852
3,17.361533333333,2.193138473081,2.188385396268,8.540668533287,7.714096304089,33.787788391113,33.945499420166,33.677394866943,36.200706481934,34.229370117188,40.388248443604,34.229370117188,40.388248443604,44614.1083708565
4,21.021133333333,2.190553361647,2.190402962793,8.530705834208,7.722270101348,33.677394866943,33.945499420166,33.567001342773,36.374187469482,33.945499420166,40.357303619385,33.929725646973,40.357303619385,44614.2608647917
5,24.6742,2.189859464408,2.187443113519,8.528801885016,7.712036288354,33.787788391113,33.977039337158,33.630084991455,36.153396606445,33.945499420166,40.496562957764,33.929725646973,40.496562957764,44614.4130864468
6,28.329977777778,2.189290207947,2.187007633326,8.527093649186,7.711322343882,34.055892944336,33.708934783936,33.708934783936,36.121856689453,33.977039337158,40.542980194092,33.977039337158,40.542980194092,44614.5654213889
7,31.986347222222,2.188461312869,2.186394222765,8.524263015936,7.709937025412,33.835102081299,33.819332122803,33.787788391113,36.121856689453,33.708934783936,40.310882568359,33.693168640137,40.310882568359,44614.7177803935
8,35.640458333333,2.187149576138,2.185354295839,8.519356045642,7.706613557561,33.961265563965,33.866645812988,33.693168640137,36.169166564941,33.819332122803,40.218044281006,33.819332122803,40.218044281006,44614.8700455324
9,39.296075,2.187089568763,2.184118699084,8.519790421212,7.702931948506,33.787788391113,33.819332122803,33.614315032959,36.090312957764,33.866645812988,40.310882568359,33.866645812988,40.310882568359,44615.0223735069
10,42.954344444444,2.186460681315,2.184252040046,8.517478835338,7.704322371586,33.630084991455,33.803562164307,33.614315032959,36.137626647949,33.819332122803,40.326358795166,33.803562164307,40.326358795166,44615.174811956
11,46.608522222222,2.185197675118,2.183381023287,8.512621075892,7.701676998971,33.929725646973,33.772018432617,33.772018432617,36.121856689453,33.803562164307,40.29541015625,33.803562164307,40.29541015625,44615.3270799537
12,50.266241666667,2.184677721404,2.182350063155,8.510895118679,7.698598705691,33.630084991455,33.756248474121,33.567001342773,36.058773040771,33.772018432617,40.527507781982,33.756248474121,40.527507781982,44615.4794955787
13,53.915141666667,2.18298682002,2.181834337462,8.504064008789,7.697199358677,33.961265563965,34.008583068848,33.693168640137,36.153396606445,33.756248474121,40.326358795166,33.756248474121,40.326358795166,44615.6315493056
14,57.563958333333,2.182057704111,2.180074464451,8.500867377634,7.691187325896,33.724708557129,34.008583068848,33.724708557129,36.10608291626,34.008583068848,40.372776031494,34.008583068848,40.372776031494,44615.783588206
15,61.213663888889,2.181773764231,2.179221142223,8.500057884799,7.688455378795,33.772018432617,34.008583068848,33.772018432617,36.153396606445,34.008583068848,40.589401245117,34.008583068848,40.589401245117,44615.9356698264
16,64.861125,2.181185576833,2.17899893314,8.498019996932,7.68821899152,33.772018432617,33.961265563965,33.756248474121,36.184940338135,33.992809295654,40.465618133545,33.992809295654,40.465618133545,44616.0876579514
17,68.511130555556,2.1807213088,2.178536760255,8.496315404517,7.686908398899,33.803562164307,33.961265563965,33.724708557129,36.153396606445,33.961265563965,40.372776031494,33.961265563965,40.372776031494,44616.2397520949
18,72.159569444444,2.180292316659,2.177985626001,8.494857291209,7.685338700808,33.787788391113,33.913955688477,33.740478515625,36.153396606445,33.961265563965,40.481086730957,33.961265563965,40.481086730957,44616.3917809607
19,75.814197222222,2.180346026296,2.177754603986,8.495350016699,7.685033690525,33.630084991455,33.803562164307,33.630084991455,36.10608291626,33.913955688477,40.279937744141,33.913955688477,40.279937744141,44616.5440677083
20,79.462197222222,2.178613540263,2.177692251384,8.488594607653,7.684921584992,33.803562164307,33.945499420166,33.693168640137,36.137626647949,33.803562164307,40.450141906738,33.787788391113,40.450141906738,44616.6960782639
21,83.108263888889,2.17829635818,2.176385626001,8.487327891195,7.680611088237,33.835102081299,33.977039337158,33.787788391113,36.169166564941,33.945499420166,40.620346069336,33.945499420166,40.620346069336,44616.8480082407
22,86.754025,2.177709747124,2.175683582988,8.485239624239,7.678351226921,33.835102081299,34.087432861328,33.58277130127,36.10608291626,33.977039337158,40.357303619385,33.977039337158,40.357303619385,44616.9999255671
23,90.402366666667,2.177784323898,2.175150094521,8.485762947912,7.676613884168,33.945499420166,33.977039337158,33.756248474121,36.153396606445,34.087432861328,40.512035369873,34.071662902832,40.512035369873,44617.1519503935
24,94.048733333333,2.177218581674,2.175381214449,8.483831378253,7.677471095816,33.551231384277,34.04012298584,33.488147735596,36.137626647949,33.977039337158,40.945281982422,33.977039337158,40.945281982422,44617.3038929398
25,97.714525,2.17996270907,2.174527943084,8.495328778734,7.674778254525,33.645854949951,33.409294128418,33.409294128418,36.137626647949,34.04012298584,40.310882568359,34.04012298584,40.310882568359,44617.4566447685
26,101.357669444444,2.175658236481,2.177630062392,8.477664505668,7.686559317528,33.945499420166,33.992809295654,33.819332122803,36.10608291626,33.409294128418,40.496562957764,33.409294128418,40.496562957764,44617.6084530671
27,105.002202777778,2.175919821046,2.173221250731,8.47872762522,7.670534014664,33.913955688477,34.103202819824,33.756248474121,36.169166564941,33.992809295654,40.279937744141,33.992809295654,40.279937744141,44617.7603192014
28,108.652269444444,2.176288586675,2.173336820444,8.480791950196,7.671235097153,33.882415771484,33.835102081299,33.787788391113,36.121856689453,34.087432861328,40.40372467041,34.087432861328,40.40372467041,44617.9124158333
29,112.297341666667,2.175225461797,2.173932464417,8.476570650482,7.673729714316,33.693168640137,33.929725646973,33.693168640137,36.121856689453,33.850872039795,40.341831207275,33.835102081299,40.341831207275,44618.0643044444
30,115.944375,2.174846660817,2.172696905386,8.475344809677,7.669299944648,33.708934783936,33.882415771484,33.630084991455,36.169166564941,33.929725646973,40.29541015625,33.929725646973,40.29541015625,44618.2162747569
31,119.590233333333,2.174604165713,2.172510190483,8.474426983676,7.66873940486,33.614315032959,33.961265563965,33.614315032959,36.10608291626,33.882415771484,40.542980194092,33.882415771484,40.542980194092,44618.368196088
32,123.256761111111,2.178230059425,2.172296893094,8.489488144476,7.668168720747,33.945499420166,33.393520355225,33.393520355225,36.121856689453,33.961265563965,40.434669494629,33.945499420166,40.450141906738,44618.5209786574
33,126.902511111111,2.173648417724,2.175461166637,8.470927777833,7.680243088956,33.772018432617,33.850872039795,33.614315032959,36.10608291626,33.393520355225,40.218044281006,33.377750396729,40.218044281006,44618.6728955324
34,130.549038888889,2.1742379352,2.171256914456,8.473502950127,7.664872016373,33.740478515625,33.850872039795,33.740478515625,36.090312957764,33.850872039795,40.512035369873,33.850872039795,40.512035369873,44618.8248451389
35,134.196538888889,2.173408626858,2.171710302383,8.47026965212,7.666715234992,33.961265563965,33.850872039795,33.740478515625,36.074542999268,33.850872039795,40.40372467041,33.850872039795,40.40372467041,44618.9768347917
36,137.8341,2.169350762527,2.170927964701,8.453595557596,7.664020617597,33.724708557129,34.15051651001,33.708934783936,36.56343460083,33.850872039795,40.512035369873,33.850872039795,40.512035369873,44619.1284101852
37,141.474780555556,2.171700927833,2.166839247052,8.463887857915,7.648796665255,33.929725646973,34.04012298584,33.661624908447,36.10608291626,34.15051651001,40.17162322998,34.15051651001,40.17162322998,44619.2801157523
38,145.110138888889,2.170009207124,2.169194787349,8.457055571079,7.657824898179,33.945499420166,34.213600158691,33.708934783936,36.090312957764,34.04012298584,40.233516693115,34.024349212646,40.248989105225,44619.4316000116
39,148.753802777778,2.171669012741,2.167603651569,8.464007335772,7.652349145158,33.58277130127,33.961265563965,33.567001342773,36.137626647949,34.213600158691,40.125205993652,34.213600158691,40.125205993652,44619.5834294792
40,152.393030555556,2.168154406466,2.168919312412,8.449685994328,7.657204874755,33.866645812988,34.15051651001,33.866645812988,36.56343460083,33.961265563965,40.465618133545,33.961265563965,40.465618133545,44619.7350745486
41,156.039216666667,2.171516962098,2.165639275451,8.463959774404,7.64522453081,33.882415771484,33.724708557129,33.724708557129,36.090312957764,34.15051651001,40.419193267822,34.15051651001,40.419193267822,44619.8870095718
42,159.68795,2.169130319253,2.168919161093,8.454054451695,7.657772391182,33.945499420166,33.661624908447,33.661624908447,36.531890869141,33.740478515625,40.310882568359,33.724708557129,40.310882568359,44620.0390506481
43,163.329436111111,2.169890859422,2.166785941354,8.457473353573,7.649925844027,33.661624908447,34.008583068848,33.58277130127,36.090312957764,33.661624908447,40.264465332031,33.645854949951,40.264465332031,44620.1907899884
44,166.983033333333,2.169528191043,2.167274725973,8.456020938883,7.652046467347,33.850872039795,33.567001342773,33.567001342773,36.468811035156,34.008583068848,40.388248443604,34.008583068848,40.388248443604,44620.343033588
45,170.626683333333,2.16981536753,2.167177003806,8.45742404734,7.651836317488,33.850872039795,33.992809295654,33.630084991455,36.058773040771,33.58277130127,40.496562957764,33.567001342773,40.496562957764,44620.4948629282
46,174.271136111111,2.169871287607,2.167123689208,8.457719010046,7.651871002382,33.945499420166,33.945499420166,33.740478515625,36.090312957764,33.992809295654,40.279937744141,33.992809295654,40.279937744141,44620.6467256597
47,177.913316666667,2.16894706391,2.167248101523,8.4540646606,7.652430360496,33.630084991455,33.850872039795,33.567001342773,36.121856689453,33.945499420166,40.512035369873,33.945499420166,40.512035369873,44620.7984937384
48,181.555372222222,2.168332784432,2.165879306223,8.45193408723,7.647281197199,33.677394866943,33.89818572998,33.551231384277,36.137626647949,33.850872039795,40.357303619385,33.850872039795,40.357303619385,44620.9502566667
49,185.187125,2.166255341082,2.165657047125,8.443568097179,7.646668858927,33.913955688477,34.229370117188,33.614315032959,36.121856689453,33.89818572998,40.558452606201,33.89818572998,40.558452606201,44621.1015905671
50,188.824283333333,2.167000376389,2.163719229335,8.446916250709,7.639808768303,33.567001342773,33.945499420166,33.535457611084,36.10608291626,34.229370117188,40.264465332031,34.229370117188,40.264465332031,44621.2531490741
51,192.465383333333,2.167612665412,2.164492584539,8.449430420496,7.642427369471,33.913955688477,33.882415771484,33.708934783936,36.10608291626,33.945499420166,40.29541015625,33.945499420166,40.310882568359,44621.4048721528
52,196.110433333333,2.167449660911,2.16474155837,8.449205096636,7.643619484315,33.772018432617,33.740478515625,33.708934783936,36.10608291626,33.882415771484,40.558452606201,33.882415771484,40.558452606201,44621.5567645718
53,199.75175,2.166708236905,2.164954971898,8.44610443304,7.644383353078,33.787788391113,33.819332122803,33.614315032959,36.074542999268,33.740478515625,40.202571868896,33.740478515625,40.218044281006,44621.7084923843
54,203.393088888889,2.166902740266,2.163968307435,8.447207372062,7.641036575757,33.772018432617,33.787788391113,33.724708557129,36.090312957764,33.819332122803,40.187099456787,33.819332122803,40.187099456787,44621.8602270139
55,207.033977777778,2.166194709782,2.164385938811,8.444317098833,7.642804366219,33.630084991455,33.945499420166,33.551231384277,36.153396606445,33.787788391113,40.279937744141,33.787788391113,40.279937744141,44622.0119397569
56,210.6791,2.166417151564,2.163514832617,8.445214583761,7.639642474015,33.740478515625,33.850872039795,33.58277130127,36.121856689453,33.961265563965,40.233516693115,33.961265563965,40.233516693115,44622.1638344444
57,214.321155555556,2.165537041276,2.163861581174,8.441981317447,7.641005946773,33.819332122803,33.866645812988,33.819332122803,36.027229309082,33.835102081299,40.450141906738,33.835102081299,40.450141906738,44622.3155927315
58,217.955752777778,2.164151987488,2.163141557098,8.436162475433,7.638482479555,33.204273223877,34.04012298584,33.156963348389,36.074542999268,33.866645812988,40.140678405762,33.850872039795,40.140678405762,44622.4670501273
59,221.593886111111,2.164649540534,2.161746031807,8.438683778948,7.633285883784,33.630084991455,33.882415771484,33.630084991455,36.058773040771,34.055892944336,40.310882568359,34.04012298584,40.310882568359,44622.6186443287
60,225.234702777778,2.164733898765,2.162252735604,8.439165274337,7.635345766645,33.929725646973,33.866645812988,33.772018432617,36.043003082275,33.882415771484,40.357303619385,33.882415771484,40.357303619385,44622.7703555324
61,228.865427777778,2.163484173003,2.162465964752,8.434201018808,7.63622400676,33.961265563965,34.134746551514,33.740478515625,36.058773040771,33.866645812988,40.218044281006,33.866645812988,40.218044281006,44622.9216463079
62,232.496433333333,2.162592934225,2.161025972975,8.430573834136,7.631084586022,33.661624908447,34.103202819824,33.661624908447,36.074542999268,34.134746551514,40.248989105225,34.118976593018,40.248989105225,44623.0729487616
63,236.121555555556,2.160595433314,2.160261766825,8.422585655099,7.628430436079,33.614315032959,34.213600158691,33.614315032959,36.074542999268,34.103202819824,40.481086730957,34.103202819824,40.481086730957,44623.2240061343
64,239.760627777778,2.163519291218,2.158475129914,8.434716765616,7.621820118812,33.661624908447,33.787788391113,33.567001342773,36.10608291626,34.213600158691,40.094261169434,34.197830200195,40.094261169434,44623.3756446875
65,243.395877777778,2.162222795283,2.161035026237,8.429403052407,7.631452615867,33.913955688477,33.866645812988,33.803562164307,36.121856689453,33.787788391113,40.496562957764,33.787788391113,40.496562957764,44623.5271239815
66,247.049552777778,2.16534738774,2.160048276154,8.442454974925,7.627877829219,33.661624908447,33.4723777771,33.4723777771,36.074542999268,33.866645812988,40.218044281006,33.866645812988,40.218044281006,44623.6793709954
67,250.684630555556,2.161967981486,2.1627949357,8.428722051732,7.638245325646,33.645854949951,34.008583068848,33.551231384277,36.121856689453,33.4723777771,40.419193267822,33.4723777771,40.419193267822,44623.8308431481
68,254.318113888889,2.162007848647,2.159710476166,8.428662643361,7.626910162394,33.945499420166,34.04012298584,33.835102081299,36.21647644043,34.024349212646,40.357303619385,34.008583068848,40.357303619385,44623.9822488542
69,257.951655555556,2.161475335063,2.159354968507,8.426884816161,7.625869430732,33.693168640137,34.118976593018,33.693168640137,36.169166564941,34.04012298584,40.357303619385,34.04012298584,40.357303619385,44624.1336570023
70,261.588825,2.161813419886,2.158759625476,8.428359500609,7.623667559178,33.614315032959,34.024349212646,33.614315032959,36.169166564941,34.118976593018,40.419193267822,34.118976593018,40.419193267822,44624.2852162384
71,265.224341666667,2.160801233014,2.159123889694,8.424609262863,7.625074591422,33.913955688477,33.756248474121,33.740478515625,36.184940338135,34.024349212646,40.512035369873,34.008583068848,40.512035369873,44624.4367066782
72,268.864102777778,2.160742484508,2.158412861236,8.424544928765,7.622683978481,33.945499420166,33.677394866943,33.645854949951,36.121856689453,33.756248474121,40.248989105225,33.756248474121,40.279937744141,44624.5883739352
73,272.493269444444,2.159510086213,2.158723993964,8.41959339246,7.623957686779,33.677394866943,33.961265563965,33.677394866943,36.10608291626,33.677394866943,40.357303619385,33.677394866943,40.357303619385,44624.7395997569
74,276.132575,2.160534022956,2.157568331172,8.423848211847,7.619702614561,33.740478515625,33.708934783936,33.693168640137,36.121856689453,33.961265563965,40.264465332031,33.961265563965,40.264465332031,44624.8912480787
75,279.767886111111,2.159553368853,2.15826161805,8.419764206527,7.622373729646,33.945499420166,33.850872039795,33.708934783936,36.200706481934,33.708934783936,40.465618133545,33.708934783936,40.465618133545,44625.0427298843
76,283.405825,2.159402362181,2.157088420098,8.419663529687,7.618254967934,33.961265563965,33.803562164307,33.708934783936,36.153396606445,33.850872039795,40.248989105225,33.850872039795,40.248989105225,44625.1943212384
77,287.042605555556,2.159010639353,2.157346163204,8.418129379818,7.619369319355,33.913955688477,33.708934783936,33.677394866943,36.137626647949,33.803562164307,40.496562957764,33.803562164307,40.496562957764,44625.3458643287
